locus,ratio,std,revRatio,revStd,weightRatio,pepNum,pepNumTotal,specCount,compositeRatio,desc
Q921I9,0.6716,0.03291,1.28355,0.17028,0.66877,5,5,14,0.77798,Exosome complex component RRP41 OS=Mus musculus GN=Exosc4 PE=2 SV=3
P53564,0.46532,0.21703,1.16389,0.36102,0.61372,7,7,15,0.69269,Homeobox protein cut-like 1 OS=Mus musculus GN=Cux1 PE=1 SV=3
Q9JIK5,0.73303,-1,1.11185,-1,0.64537,4,4,9,3.04472,Nucleolar RNA helicase 2 OS=Mus musculus GN=Ddx21 PE=1 SV=3
P23607,0.75948,-1,1.27603,-1,0.66251,3,3,5,0.67872,Zinc finger autosomal protein OS=Mus musculus GN=Zfa PE=2 SV=1
Q69ZF8,0.46937,0.0391,1.81304,0.10546,0.47101,2,2,3,0.53634,E3 ubiquitin-protein ligase MSL2 OS=Mus musculus GN=Msl2 PE=2 SV=2
Q99LL5,0.49726,0.24789,0.8355,0.12139,0.62558,5,5,9,1.20693,Periodic tryptophan protein 1 homolog OS=Mus musculus GN=Pwp1 PE=1 SV=1
Q99MJ6,0.03945,-1,0.17867,-1,0.03945,1,1,1,0.33661,Na(+)/H(+) exchange regulatory cofactor NHE-RF4 OS=Mus musculus GN=Pdzd3 PE=1 SV=1
Q66JX5,0.50866,-1,0.97922,-1,0.50866,1,1,1,0.65212,FGFR1 oncogene partner OS=Mus musculus GN=Fgfr1op PE=1 SV=1
P23906,0.1873,0.11642,0.32462,0.10549,0.31656,5,5,12,0.80019,Interferon regulatory factor 2 OS=Mus musculus GN=Irf2 PE=1 SV=1
P26516,0.13269,-1,0.79859,-1,0.13269,1,1,1,0.49394,26S proteasome non-ATPase regulatory subunit 7 OS=Mus musculus GN=Psmd7 PE=1 SV=2
Q9DCN2,0.29089,0.00451,2.47292,0.05455,0.29089,2,2,3,0.49748,NADH-cytochrome b5 reductase 3 OS=Mus musculus GN=Cyb5r3 PE=1 SV=3
"Q64G17,O35381",0.14736,0.09197,1.81517,1.00196,0.16621,2,2,2,0.35855,Putative acidic leucine-rich nuclear phosphoprotein 32 family member C OS=Mus musculus GN=Anp32c PE=2 SV=3 @Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Mus musculus GN=Anp32a PE=1 SV=1
Q99PL5,0.69811,-1,0.99049,-1,0.71423,5,5,9,0.80731,Ribosome-binding protein 1 OS=Mus musculus GN=Rrbp1 PE=1 SV=2
P97496,0.64731,-1,0.97615,-1,0.73355,5,5,7,0.84828,SWI/SNF complex subunit SMARCC1 OS=Mus musculus GN=Smarcc1 PE=1 SV=2
Q8BUH8,0.87127,0.20019,0.81935,0.08771,0.94179,6,6,8,0.9697,Sentrin-specific protease 7 OS=Mus musculus GN=Senp7 PE=2 SV=1
Q9QXK7,0.41882,0.05677,1.79982,0.35564,0.43582,2,2,3,0.51356,Cleavage and polyadenylation specificity factor subunit 3 OS=Mus musculus GN=Cpsf3 PE=1 SV=2
O70374,0.41985,0.06031,1.60602,0.29367,0.44141,3,3,6,0.73064,Protein CBFA2T2 OS=Mus musculus GN=Cbfa2t2 PE=1 SV=3
Q9JHI7,0.23254,-1,1.33637,-1,0.23254,1,1,2,0.75753,Exosome complex component RRP45 OS=Mus musculus GN=Exosc9 PE=2 SV=1
P10630,0.6419,0.07401,1.46235,0.13227,0.6474,4,4,4,0.9332,Eukaryotic initiation factor 4A-II OS=Mus musculus GN=Eif4a2 PE=2 SV=2
Q80X73,0.48584,0,1.53675,0,0.48584,2,2,2,0.50567,Protein pelota homolog OS=Mus musculus GN=Pelo PE=2 SV=3
A2AMM0,0.44826,-1,1.83665,-1,0.44826,1,1,1,0.5012,Muscle-related coiled-coil protein OS=Mus musculus GN=Murc PE=2 SV=1
Q9D361,0.56223,0,1.07116,0,0.56223,2,2,7,0.74807,U11/U12 small nuclear ribonucleoprotein 48 kDa protein OS=Mus musculus GN=Snrnp48 PE=2 SV=2
O08915,0.29876,-1,0.55874,-1,0.29876,1,1,1,1.07065,AH receptor-interacting protein OS=Mus musculus GN=Aip PE=1 SV=1
Q61069,0.71273,0.04457,1.06066,0.20205,0.7226,2,2,2,0.76181,Upstream stimulatory factor 1 OS=Mus musculus GN=Usf1 PE=1 SV=1
O55126,0.4817,-1,2.01812,-1,0.4817,1,1,1,0.55319,Protein NipSnap homolog 2 OS=Mus musculus GN=Gbas PE=2 SV=1
"Q62232,Q62231",0.64477,-1,0.27856,-1,0.64477,1,1,1,1.26645,Homeobox protein SIX2 OS=Mus musculus GN=Six2 PE=1 SV=2 @Homeobox protein SIX1 OS=Mus musculus GN=Six1 PE=1 SV=2
P30999,0.39944,0.02144,1.17835,0.89524,0.41106,3,3,5,0.65434,Catenin delta-1 OS=Mus musculus GN=Ctnnd1 PE=1 SV=2
Q62448,0.26892,0.02265,1.23875,0.0731,0.2721,2,2,2,0.46782,Eukaryotic translation initiation factor 4 gamma 2 OS=Mus musculus GN=Eif4g2 PE=1 SV=2
Q1HFZ0,0.47723,0.05115,1.62013,0.19716,0.49336,4,4,4,0.6211,tRNA (cytosine(34)-C(5))-methyltransferase OS=Mus musculus GN=Nsun2 PE=1 SV=2
Q62095,0.37555,-1,2.59639,-1,0.37555,1,1,1,0.3895,ATP-dependent RNA helicase DDX3Y OS=Mus musculus GN=Ddx3y PE=1 SV=2
Q8C7E9,0.76122,0.05572,1.28375,0.09796,0.76342,5,5,5,0.71671,Cleavage stimulation factor subunit 2 tau variant OS=Mus musculus GN=Cstf2t PE=1 SV=2
P52293,0.40707,-1,2.11,-1,0.40707,1,1,1,0.47059,Importin subunit alpha-1 OS=Mus musculus GN=Kpna2 PE=1 SV=2
Q8BKZ9,0.50241,0.109,1.49077,0.06914,0.52362,2,2,3,0.42302,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Mus musculus GN=Pdhx PE=1 SV=1"
Q9Z1Y4,0.44847,-1,1.39349,-1,0.44847,1,1,1,0.77752,Thyroid receptor-interacting protein 6 OS=Mus musculus GN=Trip6 PE=1 SV=1
Q08376,0.33258,-1,0.76511,-1,0.33258,1,1,1,0.82265,Zinc finger and BTB domain-containing protein 14 OS=Mus musculus GN=Zbtb14 PE=2 SV=1
Q99JB8,0.43664,-1,1.65508,-1,0.43664,1,1,2,0.56572,Protein kinase C and casein kinase II substrate protein 3 OS=Mus musculus GN=Pacsin3 PE=1 SV=1
Q9CR16,0.21859,0.21603,0.35985,0.20613,0.49653,3,3,5,0.71189,Peptidyl-prolyl cis-trans isomerase D OS=Mus musculus GN=Ppid PE=1 SV=3
Q8BP27,0.44464,-1,1.41208,-1,0.44464,1,1,2,0.61133,Swi5-dependent recombination DNA repair protein 1 homolog OS=Mus musculus GN=Sfr1 PE=1 SV=2
Q61191,0.60875,0.15685,1.21715,0.23153,0.68572,18,18,44,0.74534,Host cell factor 1 OS=Mus musculus GN=Hcfc1 PE=1 SV=2
Q8VDJ3,0.83517,-1,0.82005,-1,1.16073,6,6,6,1.20742,Vigilin OS=Mus musculus GN=Hdlbp PE=1 SV=1
O35643,0.41295,0.13414,1.40044,0.58571,0.50624,7,7,16,0.62292,AP-1 complex subunit beta-1 OS=Mus musculus GN=Ap1b1 PE=2 SV=2
Q91YU6,0.43039,0.91937,0.49721,0.03929,1.41093,2,2,8,1.75327,Leucine zipper putative tumor suppressor 2 OS=Mus musculus GN=Lzts2 PE=2 SV=3
contaminant_TFE2_HUMAN,0.70949,0.24193,1.2143,0.37786,0.74123,3,3,3,0.82889,owl|P15923| TRANSCRIPTION FACTOR E2-ALPHA (IMMUNOGLOBULIN ENHANCER BINDING...
"Q9Z0H4,P28659",0.63192,0.40461,0.51947,1.15541,0.44448,2,2,2,1.16248,CUGBP Elav-like family member 2 OS=Mus musculus GN=Celf2 PE=1 SV=1 @CUGBP Elav-like family member 1 OS=Mus musculus GN=Celf1 PE=1 SV=2
Q9D4C5,0.631,-1,0.77114,-1,0.631,1,1,2,1.11171,ELL-associated factor 1 OS=Mus musculus GN=Eaf1 PE=2 SV=2
Q9D8N6,1.25343,-1,0.76097,-1,1.25343,1,1,1,1.41549,Protein lin-37 homolog OS=Mus musculus GN=Lin37 PE=2 SV=1
"O89091,O35739,Q9JJZ6,Q8K1S5,Q19A41,P58334",0.78325,0,1.12326,0,0.78325,2,2,6,0.93414,Krueppel-like factor 10 OS=Mus musculus GN=Klf10 PE=2 SV=1 @Krueppel-like factor 9 OS=Mus musculus GN=Klf9 PE=2 SV=1 @Krueppel-like factor 13 OS=Mus musculus GN=Klf13 PE=2 SV=2 @Krueppel-like factor 11 OS=Mus musculus GN=Klf11 PE=2 SV=3 @Krueppel-like factor 14 OS=Mus musculus GN=Klf14 PE=2 SV=1 @Krueppel-like factor 16 OS=Mus musculus GN=Klf16 PE=2 SV=2
P58871,0.27772,0.43615,0.54833,0.18836,0.79936,6,6,6,0.64039,182 kDa tankyrase-1-binding protein OS=Mus musculus GN=Tnks1bp1 PE=1 SV=2
Q8BUK6,0.39303,0.10712,0.33112,0.51068,0.33571,2,2,2,0.96378,Protein Hook homolog 3 OS=Mus musculus GN=Hook3 PE=1 SV=2
Q9CZW5,0.30048,0.03201,2.83931,0.79826,0.29675,2,2,3,0.34563,Mitochondrial import receptor subunit TOM70 OS=Mus musculus GN=Tomm70a PE=1 SV=2
Q8R1Q8,0.94135,0.10288,0.88145,0.08942,0.94511,3,3,3,0.82014,Cytoplasmic dynein 1 light intermediate chain 1 OS=Mus musculus GN=Dync1li1 PE=1 SV=1
Q922F4,0.4726,-1,0.38992,-1,0.4726,1,1,2,1.08404,Tubulin beta-6 chain OS=Mus musculus GN=Tubb6 PE=1 SV=1
Q9CWF2,0.07138,-1,0.09127,-1,0.07138,1,1,1,0.73984,Tubulin beta-2B chain OS=Mus musculus GN=Tubb2b PE=1 SV=1
P62192,0.31622,0.21864,0.20139,0.16029,0.33507,2,2,2,2.55074,26S protease regulatory subunit 4 OS=Mus musculus GN=Psmc1 PE=1 SV=1
P09411,0.76728,0,1.18259,0,0.76728,2,2,2,0.79826,Phosphoglycerate kinase 1 OS=Mus musculus GN=Pgk1 PE=1 SV=4
Q9D6R2,0.38804,0.21921,1.31852,0.07405,0.49974,2,2,3,0.87038,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Mus musculus GN=Idh3a PE=1 SV=1"
Reverse_sp|Q9D6R2|IDH3A_MOUSE,1,-1,1,-1,-1,1,1,1,0.1173,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Mus musculus GN=Idh3a PE=1 SV=1"
P16858,0.65482,0.06892,1.4768,0.14923,0.65908,5,5,5,0.6729,Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus GN=Gapdh PE=1 SV=2
Q9EQH4,1,-1,1,-1,-1,1,1,1,0.19085,Transcription initiation factor TFIID subunit 8 OS=Mus musculus GN=Taf8 PE=2 SV=1
Q9DCX1,0.58023,-1,1.48477,-1,0.58023,1,1,4,0.66302,MAD2L1-binding protein OS=Mus musculus GN=Mad2l1bp PE=2 SV=2
Q9CRD0,0.38572,-1,1.82817,-1,0.38572,1,1,1,0.61099,OCIA domain-containing protein 1 OS=Mus musculus GN=Ociad1 PE=1 SV=1
Q62093,0.54614,0.17987,0.97598,0.23358,0.58942,9,9,23,0.91231,Serine/arginine-rich splicing factor 2 OS=Mus musculus GN=Srsf2 PE=1 SV=4
A2BE28,0.0974,0.11844,1.11355,1.56153,0.26716,5,5,11,0.32784,Ribosomal biogenesis protein LAS1L OS=Mus musculus GN=Las1l PE=1 SV=1
Q9CPY7,0.19569,-1,1.19551,-1,0.19569,1,1,1,0.5057,Cytosol aminopeptidase OS=Mus musculus GN=Lap3 PE=1 SV=3
Q8BT07,1,-1,1,-1,-1,1,1,2,1.3225,Centrosomal protein of 55 kDa OS=Mus musculus GN=Cep55 PE=1 SV=2
Q8C1B7,0.74535,0,0.86674,0,0.74535,2,2,2,0.9834,Septin-11 OS=Mus musculus GN=Sept11 PE=1 SV=4
Q8VCH0,0.02055,-1,0.11779,-1,0.02055,1,1,1,0.66353,"3-ketoacyl-CoA thiolase B, peroxisomal OS=Mus musculus GN=Acaa1b PE=1 SV=1"
Q99K85,0.14421,-1,0.41674,-1,0.14421,1,1,1,0.66059,Phosphoserine aminotransferase OS=Mus musculus GN=Psat1 PE=1 SV=1
Q9EPK2,1.00E-05,-1,13.90095,-1,1.00E-05,1,1,1,0.00181,Protein XRP2 OS=Mus musculus GN=Rp2 PE=1 SV=3
Q61249,0.50648,-1,1.61812,-1,0.50648,1,1,1,0.67345,Immunoglobulin-binding protein 1 OS=Mus musculus GN=Igbp1 PE=1 SV=1
Q9QYJ3,0.58694,-1,1.38058,-1,0.58694,1,1,1,0.77999,DnaJ homolog subfamily B member 1 OS=Mus musculus GN=Dnajb1 PE=2 SV=3
Q91WE2,0.54916,-1,1.10346,-1,0.54916,1,1,2,0.77829,Protein FAM192A OS=Mus musculus GN=Fam192a PE=2 SV=1
Q9QWF0,0.84205,-1,1.16174,-1,0.65607,5,5,9,0.89521,Chromatin assembly factor 1 subunit A OS=Mus musculus GN=Chaf1a PE=1 SV=1
P56399,0.26801,0.24227,2.41018,1.0636,0.39665,2,2,2,0.66871,Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus GN=Usp5 PE=1 SV=1
Q61188,0.36643,0.05589,2.14123,0.32589,0.3784,5,5,11,0.441,Histone-lysine N-methyltransferase EZH2 OS=Mus musculus GN=Ezh2 PE=1 SV=2
Q8R322,0.38814,0.55391,1.45346,1.28795,0.73175,2,2,2,0.66497,Nucleoporin GLE1 OS=Mus musculus GN=Gle1 PE=1 SV=2
Q8BXA1,0.42626,-1,2.10941,-1,0.42626,1,1,1,0.47281,Golgi integral membrane protein 4 OS=Mus musculus GN=Golim4 PE=1 SV=1
P16627,0.17784,0.17099,0.81341,0.72715,0.40281,3,3,3,0.55377,Heat shock 70 kDa protein 1-like OS=Mus musculus GN=Hspa1l PE=2 SV=4
"Q7TNP2,Q76MZ3",0.51727,-1,1.85915,-1,0.51727,1,1,1,0.8557,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Mus musculus GN=Ppp2r1b PE=1 SV=2 @Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Mus musculus GN=Ppp2r1a PE=1 SV=3
Q8BGS3,0.70531,0,1.00762,0,0.70531,2,2,2,0.73562,Zinc finger protein with KRAB and SCAN domains 1 OS=Mus musculus GN=Zkscan1 PE=2 SV=1
Q9ES18,0.617,-1,1.34318,-1,0.617,1,1,1,0.7652,Forkhead box protein J2 OS=Mus musculus GN=Foxj2 PE=2 SV=1
Q9DBF7,1.10625,-1,0.81734,-1,1.10625,1,1,1,1.51422,Pre-mRNA-splicing factor CWC25 homolog OS=Mus musculus GN=Cwc25 PE=2 SV=2
Q8BIZ6,0.74496,0,1.17924,0,0.74496,2,2,4,0.63639,Smad nuclear-interacting protein 1 OS=Mus musculus GN=Snip1 PE=1 SV=1
Q8R3Y5,0.45001,-1,0.95537,-1,0.45001,1,1,1,0.81384,Uncharacterized protein C19orf47 homolog OS=Mus musculus PE=2 SV=2
Q9Z2E1,0.69948,0,1.19729,0,0.69948,2,2,2,0.75759,Methyl-CpG-binding domain protein 2 OS=Mus musculus GN=Mbd2 PE=2 SV=2
Q99KF1,0.16776,0,1.77326,0,0.16776,2,2,4,0.6387,Transmembrane emp24 domain-containing protein 9 OS=Mus musculus GN=Tmed9 PE=1 SV=2
P39054,0.58086,-1,1.63841,-1,0.58086,1,1,1,0.66075,Dynamin-2 OS=Mus musculus GN=Dnm2 PE=1 SV=2
P24788,0.29101,0.20361,0.36087,0.2514,0.47445,4,4,4,0.89437,Cyclin-dependent kinase 11B OS=Mus musculus GN=Cdk11b PE=1 SV=2
O35218,0.085,0.35781,0.31651,1.08834,0.51991,2,2,2,0.5951,Cleavage and polyadenylation specificity factor subunit 2 OS=Mus musculus GN=Cpsf2 PE=1 SV=1
Q7M6Y3,0.07012,0.15576,0.61487,1.06003,0.30154,3,3,5,0.30137,Phosphatidylinositol-binding clathrin assembly protein OS=Mus musculus GN=Picalm PE=1 SV=1
Q922P9,0.18225,-1,2.82524,-1,0.18225,1,1,1,0.2562,Putative oxidoreductase GLYR1 OS=Mus musculus GN=Glyr1 PE=1 SV=1
Q8VDM1,0.44174,0.02473,1.34338,0.27513,0.44732,2,2,2,0.64439,Zinc finger CCCH-type with G patch domain-containing protein OS=Mus musculus GN=Zgpat PE=2 SV=1
P70288,0.59371,0.10112,1.50647,0.21496,0.60727,5,5,11,0.69941,Histone deacetylase 2 OS=Mus musculus GN=Hdac2 PE=1 SV=1
P28656,1.0346,0,0.7799,0,1.0346,2,2,2,1.67931,Nucleosome assembly protein 1-like 1 OS=Mus musculus GN=Nap1l1 PE=1 SV=2
Q8CAY6,0.34043,-1,0.98315,-1,0.34043,1,1,1,0.60244,"Acetyl-CoA acetyltransferase, cytosolic OS=Mus musculus GN=Acat2 PE=1 SV=2"
O35864,0.41638,-1,0.70557,-1,0.41638,1,1,1,0.63776,COP9 signalosome complex subunit 5 OS=Mus musculus GN=Cops5 PE=1 SV=3
Q922Q8,0.02515,-1,0.2648,-1,0.02515,1,1,1,0.33372,Leucine-rich repeat-containing protein 59 OS=Mus musculus GN=Lrrc59 PE=1 SV=1
Q9D0P7,0.6819,-1,0.49763,-1,0.6819,1,1,1,1.33333,Proline/serine-rich coiled-coil protein 1 OS=Mus musculus GN=Psrc1 PE=1 SV=2
Q7TQH0,0.74789,-1,1.18668,-1,0.64874,3,3,3,1.19565,Ataxin-2-like protein OS=Mus musculus GN=Atxn2l PE=1 SV=1
Q3U9G9,0.93337,-1,0.8375,-1,1.56018,5,5,11,1.53266,Lamin-B receptor OS=Mus musculus GN=Lbr PE=1 SV=2
O70475,0.54894,-1,1.48861,-1,0.54894,1,1,1,0.65156,UDP-glucose 6-dehydrogenase OS=Mus musculus GN=Ugdh PE=1 SV=1
Q9JL35,0.43633,0.12119,0.86502,0.45208,0.53631,5,5,15,0.6714,High mobility group nucleosome-binding domain-containing protein 5 OS=Mus musculus GN=Hmgn5 PE=1 SV=2
Q99PT3,0.0302,-1,0.1451,-1,0.0302,1,1,4,0.52753,INO80 complex subunit B OS=Mus musculus GN=Ino80b PE=1 SV=2
Q9CZA6,1.03227,-1,0.25745,-1,1.03227,1,1,1,2.71424,Nuclear distribution protein nudE homolog 1 OS=Mus musculus GN=Nde1 PE=1 SV=1
Q8R003,0.71141,0.07102,1.36839,0.13859,0.71356,4,4,4,0.67452,Muscleblind-like protein 3 OS=Mus musculus GN=Mbnl3 PE=2 SV=1
Q9JLM4,0.49263,0.04454,1.46128,0.24195,0.4977,7,7,11,0.61559,Zinc finger MYM-type protein 3 OS=Mus musculus GN=Zmym3 PE=2 SV=1
Q60902,0.51825,-1,1.11112,-1,0.53192,12,12,26,0.60464,Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus GN=Eps15l1 PE=1 SV=3
Q60953,0.34948,0.39425,0.92896,0.07403,0.77136,3,3,4,0.62916,Protein PML OS=Mus musculus GN=Pml PE=1 SV=3
P48722,0.50152,0.09185,1.60073,0.34948,0.53831,5,5,12,0.60304,Heat shock 70 kDa protein 4L OS=Mus musculus GN=Hspa4l PE=1 SV=2
Q8BVU0,0.33712,0.00127,1.38309,0.30685,0.3369,2,2,2,0.56052,Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Mus musculus GN=Lrch3 PE=2 SV=3
Q80WJ7,0.29748,-1,1.25992,-1,0.29748,1,1,1,0.60507,Protein LYRIC OS=Mus musculus GN=Mtdh PE=1 SV=1
Q6PAC3,0.34569,-1,1.98712,-1,0.34569,1,1,1,0.74596,DDB1- and CUL4-associated factor 13 OS=Mus musculus GN=Dcaf13 PE=2 SV=2
Q9CQC6,0.35174,-1,2.1674,-1,0.35174,1,1,1,0.27201,Basic leucine zipper and W2 domain-containing protein 1 OS=Mus musculus GN=Bzw1 PE=1 SV=1
Q9DCL9,0.77101,-1,0.79337,-1,0.77101,1,1,1,0.84546,Multifunctional protein ADE2 OS=Mus musculus GN=Paics PE=1 SV=4
E9Q6B2,0.40529,-1,0.40684,-1,0.40529,1,1,1,0.90237,Coiled-coil domain-containing protein 85C OS=Mus musculus GN=Ccdc85c PE=2 SV=1
Q8BVU5,0.49764,-1,1.32645,-1,0.49764,1,1,2,0.73173,"ADP-ribose pyrophosphatase, mitochondrial OS=Mus musculus GN=Nudt9 PE=2 SV=1"
Q9Z1D1,0.08278,-1,1.18006,-1,0.08278,1,1,1,0.25102,Eukaryotic translation initiation factor 3 subunit G OS=Mus musculus GN=Eif3g PE=1 SV=2
Q8VBV3,0.46286,0.16093,1.2027,0.52181,0.55906,2,2,3,0.79269,Exosome complex component RRP4 OS=Mus musculus GN=Exosc2 PE=2 SV=1
Q8CGY8,0.52143,-1,0.19824,-1,0.52143,1,1,2,1.88373,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Mus musculus GN=Ogt PE=1 SV=2
P17427,0.38205,-1,2.11991,-1,0.30222,4,4,8,0.35693,AP-2 complex subunit alpha-2 OS=Mus musculus GN=Ap2a2 PE=1 SV=2
Reverse_sp|Q5DTN8|JKIP3_MOUSE,1,-1,1,-1,-1,1,1,1,9.99135,Janus kinase and microtubule-interacting protein 3 OS=Mus musculus GN=Jakmip3 PE=2 SV=2
Q3UZ39,0.52641,0,1.18388,0,0.52641,2,2,2,0.66851,Leucine-rich repeat flightless-interacting protein 1 OS=Mus musculus GN=Lrrfip1 PE=1 SV=2
Q8VEE4,0.1544,0.27634,3.17934,4.77404,0.33752,4,4,7,0.20504,Replication protein A 70 kDa DNA-binding subunit OS=Mus musculus GN=Rpa1 PE=1 SV=1
Q6PDL0,0.5543,0.10689,1.21931,0.36662,0.54479,3,3,3,0.71324,Cytoplasmic dynein 1 light intermediate chain 2 OS=Mus musculus GN=Dync1li2 PE=1 SV=2
P06869,0.4028,0,0.25416,0,0.4028,2,2,3,1.10719,Urokinase-type plasminogen activator OS=Mus musculus GN=Plau PE=1 SV=1
P27659,1.28316,-1,0.40632,-1,1.62549,4,4,6,3.36678,60S ribosomal protein L3 OS=Mus musculus GN=Rpl3 PE=1 SV=3
Q8BSN5,0.64521,-1,1.5121,-1,0.64521,1,1,1,0.73506,PHD finger protein 23 OS=Mus musculus GN=Phf23 PE=2 SV=2
O08992,0.33909,-1,0.94388,-1,0.33909,1,1,2,0.69684,Syntenin-1 OS=Mus musculus GN=Sdcbp PE=1 SV=1
Q921U8,0.0446,0.10086,0.05967,0.38277,0.15543,2,2,2,0.85308,Smoothelin OS=Mus musculus GN=Smtn PE=2 SV=2
A2AI08,0.67409,0.04391,1.3019,0.00181,0.67725,2,2,3,0.80453,Taperin OS=Mus musculus GN=Tprn PE=1 SV=1
"Q61751,Q07230,Q9QXT9",0.33091,0.11662,1.09416,0.18087,0.38004,3,3,21,0.61268,Zinc finger protein 354A OS=Mus musculus GN=Znf354a PE=2 SV=2 @Zinc finger and SCAN domain-containing protein 2 OS=Mus musculus GN=Zscan2 PE=1 SV=1 @Zinc finger protein 354B OS=Mus musculus GN=Znf354b PE=2 SV=1
Q6PDM1,0.58747,-1,1.05741,-1,0.58747,1,1,1,0.68899,Male-specific lethal 1 homolog OS=Mus musculus GN=Msl1 PE=1 SV=1
Q64321,0.45429,-1,1.42889,-1,0.45429,1,1,1,0.50841,Zinc finger and BTB domain-containing protein 7B OS=Mus musculus GN=Zbtb7b PE=1 SV=2
Q5UAK0,0.25841,0.07555,0.7366,0.12224,0.30424,3,3,8,0.55774,Mesoderm induction early response protein 1 OS=Mus musculus GN=Mier1 PE=1 SV=2
P18406,0.03999,-1,0.18868,-1,0.03999,1,1,1,0.42006,Protein CYR61 OS=Mus musculus GN=Cyr61 PE=1 SV=1
Q9Z0P4,1.04276,0.35711,0.34843,0.1325,1.28924,4,4,4,1.62367,Paralemmin-1 OS=Mus musculus GN=Palm PE=1 SV=1
Q05AH6,0.49796,0,1.61599,0,0.49796,2,2,7,0.72114,Uncharacterized protein C11orf84 homolog OS=Mus musculus PE=2 SV=1
Q9D0F6,0.31241,-1,1.26746,-1,0.31241,1,1,1,0.52203,Replication factor C subunit 5 OS=Mus musculus GN=Rfc5 PE=2 SV=1
Q8BTM8,0.60923,0.17039,1.26958,0.37671,0.65563,10,10,18,0.79117,Filamin-A OS=Mus musculus GN=Flna PE=1 SV=5
Q8BFY9,0.1692,0.03508,2.59352,0.75317,0.18411,2,2,2,0.35163,Transportin-1 OS=Mus musculus GN=Tnpo1 PE=1 SV=2
Q61116,0.14571,0.09879,0.99799,0.00735,0.20673,2,2,3,0.56707,Zinc finger protein 235 OS=Mus musculus GN=Znf235 PE=2 SV=1
Q8BSP2,0.53142,0.02242,1.0223,0.43295,0.53954,2,2,3,0.89868,Condensin-2 complex subunit H2 OS=Mus musculus GN=Ncaph2 PE=1 SV=1
P08046,0.42379,0.17429,1.24126,0.41439,0.54438,4,4,6,0.62332,Early growth response protein 1 OS=Mus musculus GN=Egr1 PE=1 SV=2
P31001,0.72869,0.21756,0.96146,0.22496,0.79987,40,40,179,0.94118,Desmin OS=Mus musculus GN=Des PE=1 SV=3
Q8BG15,0.75131,0,1.11067,0,0.75131,2,2,2,1.33875,CTD small phosphatase-like protein 2 OS=Mus musculus GN=Ctdspl2 PE=2 SV=1
Q99LC2,0.62951,-1,1.52082,-1,0.62951,1,1,1,0.56215,Cleavage stimulation factor subunit 1 OS=Mus musculus GN=Cstf1 PE=2 SV=1
O70477,0.59373,-1,1.59602,-1,0.59373,1,1,1,0.65947,Homeobox protein PKNOX1 OS=Mus musculus GN=Pknox1 PE=2 SV=3
Q9JJA4,0.54012,0,1.1403,0,0.54012,2,2,7,0.74745,Ribosome biogenesis protein WDR12 OS=Mus musculus GN=Wdr12 PE=2 SV=1
"Q60793,P46099,Q99JB0,Q60843",0.58912,-1,1.36592,-1,0.58912,1,1,1,0.70676,Krueppel-like factor 4 OS=Mus musculus GN=Klf4 PE=1 SV=3 @Krueppel-like factor 1 OS=Mus musculus GN=Klf1 PE=1 SV=2 @Krueppel-like factor 7 OS=Mus musculus GN=Klf7 PE=2 SV=1 @Krueppel-like factor 2 OS=Mus musculus GN=Klf2 PE=1 SV=2
P35456,0.22277,0.10883,0.41803,0.19467,0.32478,3,3,5,0.78361,Urokinase plasminogen activator surface receptor OS=Mus musculus GN=Plaur PE=1 SV=1
P42669,1.18377,-1,0.81377,-1,1.40132,2,2,2,4.13146,Transcriptional activator protein Pur-alpha OS=Mus musculus GN=Pura PE=1 SV=1
O08784,0.51832,0.27904,0.70434,0.16849,0.81604,11,11,12,0.83913,Treacle protein OS=Mus musculus GN=Tcof1 PE=1 SV=1
Q8K371,0.79214,0.68478,0.7835,0.37486,0.73413,8,8,17,0.82436,Angiomotin-like protein 2 OS=Mus musculus GN=Amotl2 PE=2 SV=1
Q3TLR7,2.1352,-1,0.42441,-1,2.1352,1,1,2,2.42356,Denticleless protein homolog OS=Mus musculus GN=Dtl PE=1 SV=2
Q8R480,0.10429,-1,4.1234,-1,0.10429,1,1,1,0.22002,Nuclear pore complex protein Nup85 OS=Mus musculus GN=Nup85 PE=1 SV=1
P70255,0.39035,-1,1.01141,-1,0.39035,1,1,1,0.7202,Nuclear factor 1 C-type OS=Mus musculus GN=Nfic PE=1 SV=1
Q03347,0.39896,-1,0.60342,-1,0.39896,1,1,2,0.57056,Runt-related transcription factor 1 OS=Mus musculus GN=Runx1 PE=1 SV=1
O54864,0.23495,0,1.98616,0,0.23495,2,2,2,0.37236,Histone-lysine N-methyltransferase SUV39H1 OS=Mus musculus GN=Suv39h1 PE=1 SV=1
