PLINE,LOCUS,AVERAGE_RATIO,AVERAGE_RATIO_REV,STANDARD_DEVIATION,STANDARD_DEVIATION_REV,COMPOSITE_RATIO,COMPOSITE_RATIO_STANDARD_DEVIATION,WEIGHTED_AVERAGE,LOG_INV_AVERAGE,LOG_INV_AVERAGE_REV,PEPTIDE_NUM,TOTAL_PEPTIDE_NUM,SPEC_COUNT,AREA_RATIO,DESCRIPTION
P,P16330,1.05062,0.87783,NA,NA,1.4732,1,1.05062,1.05062,0.87783,1,1,2,1.473203151,"2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Mus musculus OX=10090 GN=Cnp PE=1 SV=3 "
P,A0A140LIL1,0.33016,0.3644,0.50055,0.48453,1.01496,1.04374,0.97787,0.33016,0.3644,5,5,15,1.044056409,Mediator of RNA polymerase II transcription subunit 25 (Fragment) OS=Mus musculus OX=10090 GN=Med25 PE=1 SV=2 
P,Q91VU8,0.33016,0.3644,0.50055,0.48453,1.01496,1.04374,0.97787,0.33016,0.3644,5,5,15,1.044056409,Prostate tumor-overexpressed gene 1 protein homolog OS=Mus musculus OX=10090 GN=Ptov1 PE=1 SV=1 
P,A2API1,0.43069,1.48221,NA,NA,0.76279,1,0.43069,0.43069,1.48221,1,1,1,0.762790683,"Cyclin E2, isoform CRA_a OS=Mus musculus OX=10090 GN=Ccne2 PE=1 SV=1 "
P,Q9Z238,0.43069,1.48221,NA,NA,0.76279,1,0.43069,0.43069,1.48221,1,1,1,0.762790683,G1/S-specific cyclin-E2 OS=Mus musculus OX=10090 GN=Ccne2 PE=1 SV=1 
P,A0A286YD32,0.8036,0.8367,0.01679,0.2133,1.04013,1.05167,0.799,0.8036,0.8367,4,4,6,1.041125088,Zinc finger protein with KRAB and SCAN domains 3 OS=Mus musculus OX=10090 GN=Zkscan3 PE=1 SV=1 
P,P28474,0.8393,0.96315,NA,NA,1.01579,1.77165,0.70443,0.8393,0.96315,2,2,2,1.099983993,Alcohol dehydrogenase class-3 OS=Mus musculus OX=10090 GN=Adh5 PE=1 SV=3 
P,F8WGQ9,0.23639,0.30468,NA,NA,1.04506,1.07792,0.05588,0.23639,0.30468,2,2,4,1.046527343,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 OS=Mus musculus OX=10090 GN=Kctd10 PE=1 SV=1 
P,Q922M3,0.23639,0.30468,�,�,1.04506,1.07792,0.05588,0.23639,0.30468,2,2,4,1.046527343,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 OS=Mus musculus OX=10090 GN=Kctd10 PE=1 SV=1 
P,Q9CQ28,0.66104,1.26746,0,0,1.03431,1,0.66104,0.66104,1.26746,2,2,3,1.034309866,Diphthine--ammonia ligase OS=Mus musculus OX=10090 GN=Dph6 PE=1 SV=1 
P,E9PVJ3,0.96033,0.95932,0,0,0.96454,1,0.96033,0.96033,0.95932,2,2,4,0.964541061,Chromosome transmission fidelity protein 18 homolog (Fragment) OS=Mus musculus OX=10090 GN=Chtf18 PE=1 SV=1 
P,F6YH92,1.23088,0.76898,NA,NA,1.26549,1,1.23088,1.23088,0.76898,1,1,1,1.265494521,Thyroid hormone receptor-associated protein 3 (Fragment) OS=Mus musculus OX=10090 GN=Thrap3 PE=1 SV=8 
P,A0A2R8W747,0.22968,0.46259,NA,NA,0.8532,1,0.22968,0.22968,0.46259,1,1,2,0.853201621,Zinc finger protein 740 OS=Mus musculus OX=10090 GN=Zfp740 PE=1 SV=1 
P,Q6NZQ6,0.22968,0.46259,NA,NA,0.8532,1,0.22968,0.22968,0.46259,1,1,2,0.853201621,Zinc finger protein 740 OS=Mus musculus OX=10090 GN=Znf740 PE=1 SV=1 
P,D3Z6P2,0.22968,0.46259,NA,NA,0.8532,1,0.22968,0.22968,0.46259,1,1,2,0.853201621,Zinc finger protein 740 (Fragment) OS=Mus musculus OX=10090 GN=Zfp740 PE=1 SV=1 
P,D3Z4A3,0.22968,0.46259,NA,NA,0.8532,1,0.22968,0.22968,0.46259,1,1,2,0.853201621,Zinc finger protein 740 (Fragment) OS=Mus musculus OX=10090 GN=Zfp740 PE=1 SV=9 
P,A0A0A6YVQ6,0.56936,0.62006,NA,NA,0.90502,1,0.56936,0.56936,0.62006,1,1,1,0.905021302,F-box only protein 28 OS=Mus musculus OX=10090 GN=Fbxo28 PE=1 SV=1 
P,F6SBF2,0.50219,0.3893,0,0,1.17913,1,0.50219,0.50219,0.3893,2,2,3,1.179126899,THO complex subunit 2 (Fragment) OS=Mus musculus OX=10090 GN=Thoc2 PE=1 SV=1 
P,D3Z549,1.01701,0.75984,0.17028,0.04777,1.33208,1.05374,1.0475,1.01701,0.75984,3,3,3,1.293594453,Protein numb homolog (Fragment) OS=Mus musculus OX=10090 GN=Numb PE=1 SV=1 
P,D3Z1E8,1.01701,0.75984,0.17028,0.04777,1.33208,1.05374,1.0475,1.01701,0.75984,3,3,3,1.293594453,Protein numb homolog (Fragment) OS=Mus musculus OX=10090 GN=Numb PE=1 SV=1 
P,D3Z7J1,1.01701,0.75984,0.17028,0.04777,1.33208,1.05374,1.0475,1.01701,0.75984,3,3,3,1.293594453,Protein numb homolog (Fragment) OS=Mus musculus OX=10090 GN=Numb PE=1 SV=1 
P,D3Z7I6,1.01701,0.75984,0.17028,0.04777,1.33208,1.05374,1.0475,1.01701,0.75984,3,3,3,1.293594453,Protein numb homolog (Fragment) OS=Mus musculus OX=10090 GN=Numb PE=1 SV=2 
P,E9PZ97,0.26494,0.46245,0.34016,0.36588,0.57117,1.88429,0.78367,0.26494,0.46245,8,8,10,0.586024661,Bloom syndrome protein homolog OS=Mus musculus OX=10090 GN=Blm PE=1 SV=1 
P,O88700,0.26494,0.46245,0.34016,0.36588,0.57117,1.88429,0.78367,0.26494,0.46245,8,8,10,0.586024661,Bloom syndrome protein homolog OS=Mus musculus OX=10090 GN=Blm PE=1 SV=1 
P,B2RXW8,0.87875,0.79183,0.93679,1.19599,1.08777,2.40436,1.37022,0.87875,0.79183,8,8,12,1.225389157,Ppfia1 protein OS=Mus musculus OX=10090 GN=Ppfia1 PE=1 SV=1 
P,B2RXQ2,0.87875,0.79183,0.93679,1.19599,1.08777,2.40436,1.37022,0.87875,0.79183,8,8,12,1.225389157,Ppfia1 protein OS=Mus musculus OX=10090 GN=Ppfia1 PE=1 SV=1 
P,A0A0N4SUJ0,0.79655,0.34732,0.38059,0.16984,1.45342,1.16219,1.13093,0.79655,0.34732,5,5,10,1.510974542,WASH complex subunit 2 (Fragment) OS=Mus musculus OX=10090 GN=Washc2 PE=1 SV=1 
P,Q3TCH7,0.37976,0.69623,0.15812,0.51333,0.85572,1.28699,0.51139,0.37976,0.69623,8,8,9,0.91807744,Cullin-4A OS=Mus musculus OX=10090 GN=Cul4a PE=1 SV=1 
P,A2A842,0.8674,0.77211,NA,NA,0.68359,15.8369,0.65263,0.8674,0.77211,3,3,3,0.617647679,Protein 4.1 OS=Mus musculus OX=10090 GN=Epb41 PE=1 SV=1 
P,Q8BXA1,0.86295,0.70462,0.48828,0.17961,1.37659,1.49525,1.19345,0.86295,0.70462,4,4,9,1.237941621,Golgi integral membrane protein 4 OS=Mus musculus OX=10090 GN=Golim4 PE=1 SV=1 
P,Q03963,0.49432,0.3213,6.74584,0.38903,0.98046,5.00712,10.14647,0.49432,0.3213,5,5,9,7.338160319,"Interferon-induced, double-stranded RNA-activated protein kinase OS=Mus musculus OX=10090 GN=Eif2ak2 PE=1 SV=2 "
P,Q8C522,0.90677,0.99815,NA,NA,1.15009,1,0.90677,0.90677,0.99815,1,1,2,1.150087666,Endonuclease domain-containing 1 protein OS=Mus musculus OX=10090 GN=Endod1 PE=1 SV=2 
P,Q6NSQ7,0.24596,2.2973,0.5732,4.90256,0.35081,4.88263,0.52447,0.24596,2.2973,2,2,2,0.595414009,Protein LTV1 homolog OS=Mus musculus OX=10090 GN=Ltv1 PE=1 SV=2 
P,Q99J72,0.45015,0.85606,0.35783,0.28669,1.15407,1.11255,0.73408,0.45015,0.85606,2,2,2,1.157354879,DNA dC- dU-editing enzyme APOBEC-3 OS=Mus musculus OX=10090 GN=Apobec3 PE=1 SV=3 
P,G5E8R8,1.04475,0.75804,0.40589,0.20685,1.08407,1.11505,1.11418,1.04475,0.75804,3,3,3,1.159079482,UBX domain-containing protein 7 OS=Mus musculus OX=10090 GN=Ubxn7 PE=1 SV=1 
P,Q6P5G6,1.04475,0.75804,0.40589,0.20685,1.08407,1.11505,1.11418,1.04475,0.75804,3,3,3,1.159079482,UBX domain-containing protein 7 OS=Mus musculus OX=10090 GN=Ubxn7 PE=1 SV=2 
P,A0A0R4J058,0.66879,0.71018,0.14072,0.03831,1.07669,1.35723,0.70373,0.66879,0.71018,3,3,4,1.326949156,Chitinase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Chid1 PE=1 SV=1 
P,Q922Q9,0.66879,0.71018,0.14072,0.03831,1.07669,1.35723,0.70373,0.66879,0.71018,3,3,4,1.326949156,Chitinase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Chid1 PE=1 SV=1 
P,G8JL55,0.66879,0.71018,0.14072,0.03831,1.07669,1.35723,0.70373,0.66879,0.71018,3,3,4,1.326949156,Chitinase domain-containing protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Chid1 PE=1 SV=1 
P,D3YWG2,0.66879,0.71018,0.14072,0.03831,1.07669,1.35723,0.70373,0.66879,0.71018,3,3,4,1.326949156,Chitinase domain-containing protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Chid1 PE=1 SV=1 
P,A0A1B0GSH5,0.66879,0.71018,0.14072,0.03831,1.07669,1.35723,0.70373,0.66879,0.71018,3,3,4,1.326949156,Chitinase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Chid1 PE=1 SV=1 
P,A0A0R4J242,0.66879,0.71018,0.14072,0.03831,1.07669,1.35723,0.70373,0.66879,0.71018,3,3,4,1.326949156,Chitinase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Chid1 PE=1 SV=1 
P,Q3TTC2,0.53336,0.55866,NA,NA,0.91478,1.08667,0.69135,0.53336,0.55866,7,7,15,0.932456068,Transcription factor YY2 OS=Mus musculus OX=10090 GN=Yy2 PE=2 SV=1 
P,A2ALW1,0.87689,1.10648,NA,NA,1.15044,1,0.87689,0.87689,1.10648,1,1,1,1.150440771,Proteasome adapter and scaffold protein ECM29 OS=Mus musculus OX=10090 GN=Ecpas PE=1 SV=1 
P,I7HJS5,0.46872,0.9841,0.1339,0.30076,0.70587,1.27161,0.47009,0.46872,0.9841,3,3,3,0.827319719,Multiple PDZ domain protein (Fragment) OS=Mus musculus OX=10090 GN=Mpdz PE=1 SV=1 
P,P14901,0.74214,1.07373,0.15554,0.18145,0.76091,1.1807,0.7555,0.74214,1.07373,2,2,2,0.766164608,Heme oxygenase 1 OS=Mus musculus OX=10090 GN=Hmox1 PE=1 SV=1 
P,Q9QZE7,0.88943,1.06877,0.13092,0.15123,1.10966,1.16126,0.89486,0.88943,1.06877,2,2,2,1.115865002,Translin-associated protein X OS=Mus musculus OX=10090 GN=Tsnax PE=1 SV=1 
P,A0A0X1KG66,0.53685,1.17199,0.34836,0.56896,0.90072,1.40775,0.67922,0.53685,1.17199,4,4,8,0.940509567,ER membrane protein complex subunit 10 OS=Mus musculus OX=10090 GN=Emc10 PE=1 SV=1 
P,Q3TAS6,0.53685,1.17199,0.34836,0.56896,0.90072,1.40775,0.67922,0.53685,1.17199,4,4,8,0.940509567,ER membrane protein complex subunit 10 OS=Mus musculus OX=10090 GN=Emc10 PE=2 SV=2 
P,D3Z665,0.53685,1.17199,0.34836,0.56896,0.90072,1.40775,0.67922,0.53685,1.17199,4,4,8,0.940509567,ER membrane protein complex subunit 10 (Fragment) OS=Mus musculus OX=10090 GN=Emc10 PE=1 SV=2 
P,A0A0X1KG67,0.53685,1.17199,0.34836,0.56896,0.90072,1.40775,0.67922,0.53685,1.17199,4,4,8,0.940509567,ER membrane protein complex subunit 10 OS=Mus musculus OX=10090 GN=Emc10 PE=1 SV=1 
P,G3UY49,0.44868,0.61708,0,0,0.92534,1,0.44868,0.44868,0.61708,2,2,3,0.925338438,Calumenin (Fragment) OS=Mus musculus OX=10090 GN=Calu PE=1 SV=2 
P,G3UWR0,0.44868,0.61708,0,0,0.92534,1,0.44868,0.44868,0.61708,2,2,3,0.925338438,Calumenin OS=Mus musculus OX=10090 GN=Calu PE=1 SV=1 
P,A0A1D5RM03,0.53762,0.4001,NA,NA,0.94748,1,0.53762,0.53762,0.4001,1,1,1,0.947476845,CCR4-NOT transcription complex subunit 1 OS=Mus musculus OX=10090 GN=Cnot1 PE=1 SV=1 
P,A2AMY7,0.9821,0.97282,0,0,1.0548,1,0.9821,0.9821,0.97282,2,2,4,1.05479975,Ubiquitin-associated protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Ubap2 PE=1 SV=1 
P,A0A0G2JGW4,0.39882,0.58694,0.4117,0.24016,0.85161,1.17576,0.87693,0.39882,0.58694,4,4,8,0.859995134,Pre-mRNA-splicing factor 38B OS=Mus musculus OX=10090 GN=Prpf38b PE=1 SV=1 
P,A0A0G2JEW4,0.39882,0.58694,0.4117,0.24016,0.85161,1.17576,0.87693,0.39882,0.58694,4,4,8,0.859995134,Pre-mRNA-splicing factor 38B OS=Mus musculus OX=10090 GN=Prpf38b PE=1 SV=1 
P,V9GX06,0.44219,0.28097,0.33975,0.10531,1.24041,2.13608,0.55677,0.44219,0.28097,10,10,55,1.786331675,Predicted gene 11214 (Fragment) OS=Mus musculus OX=10090 GN=Gm11214 PE=1 SV=1 
P,A0A286YE36,0.43345,0.83542,0.28687,3.40909,0.89705,3.05004,0.78541,0.43345,0.83542,18,18,28,0.864954403,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20-specific OS=Mus musculus OX=10090 GN=Nsd1 PE=1 SV=1 "
P,O88491,0.43345,0.83542,0.28687,3.40909,0.89705,3.05004,0.78541,0.43345,0.83542,18,18,28,0.864954403,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific OS=Mus musculus OX=10090 GN=Nsd1 PE=1 SV=1 "
P,E9QAE4,0.43345,0.83542,0.28687,3.40909,0.89705,3.05004,0.78541,0.43345,0.83542,18,18,28,0.864954403,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20-specific OS=Mus musculus OX=10090 GN=Nsd1 PE=1 SV=1 "
P,B2RSU6,0.6462,0.7216,NA,NA,0.95295,2.9626,0.59721,0.6462,0.7216,17,17,34,2.241883474,Cingulin-like 1 OS=Mus musculus OX=10090 GN=Cgnl1 PE=1 SV=1 
P,Q6AW69,0.6462,0.7216,�,�,0.95295,2.9626,0.59721,0.6462,0.7216,17,17,34,2.241883474,Cingulin-like protein 1 OS=Mus musculus OX=10090 GN=Cgnl1 PE=1 SV=2 
P,Q3V3P1,0.87922,0.80774,NA,NA,1.11592,1.08158,0.89889,0.87922,0.80774,6,6,8,1.101678475,DNA topoisomerase OS=Mus musculus OX=10090 GN=Top3a PE=1 SV=1 
P,O70157,0.87922,0.80774,�,�,1.11592,1.08158,0.89889,0.87922,0.80774,6,6,8,1.101678475,DNA topoisomerase 3-alpha OS=Mus musculus OX=10090 GN=Top3a PE=2 SV=1 
P,B1B1E2,0.47894,0.46799,NA,NA,0.95461,1.07992,0.82208,0.47894,0.46799,7,7,12,0.960471202,Latent-transforming growth factor beta-binding protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Ltbp1 PE=1 SV=8 
P,Q3UN10,0.97413,0.65033,0.0486,0.12849,1.13855,1.24965,0.96929,0.97413,0.65033,4,4,14,1.191704325,Wolframin OS=Mus musculus OX=10090 GN=Wfs1 PE=1 SV=1 
P,P56695,0.97413,0.65033,0.0486,0.12849,1.13855,1.24965,0.96929,0.97413,0.65033,4,4,14,1.191704325,Wolframin OS=Mus musculus OX=10090 GN=Wfs1 PE=1 SV=1 
P,A2A8U2,0.5514,0.39577,0.46492,0.34025,1.49951,1.81426,1.11486,0.5514,0.39577,6,6,10,1.449035463,Transmembrane protein 201 OS=Mus musculus OX=10090 GN=Tmem201 PE=1 SV=1 
P,A0A0R4J0A0,0.80298,0.65414,NA,NA,4.34298,2.77307,0.64478,0.80298,0.65414,2,2,2,5.522304698,Epidermal growth factor receptor substrate 15 OS=Mus musculus OX=10090 GN=Eps15 PE=1 SV=1 
P,Q07231,0.95712,0.72719,NA,NA,1.05528,1.50139,0.96642,0.95712,0.72719,6,6,6,0.870634283,Zinc finger and SCAN domain-containing protein 21 OS=Mus musculus OX=10090 GN=Zscan21 PE=2 SV=2 
P,E9QKT0,0.48802,0.49144,0.44883,0.22604,0.78868,1.31507,1.04733,0.48802,0.49144,5,5,6,0.942216695,Myocyte-specific enhancer factor 2D OS=Mus musculus OX=10090 GN=Mef2d PE=1 SV=1 
P,E9Q5E0,0.48802,0.49144,0.44883,0.22604,0.78868,1.31507,1.04733,0.48802,0.49144,5,5,6,0.942216695,Myocyte-specific enhancer factor 2D OS=Mus musculus OX=10090 GN=Mef2d PE=1 SV=1 
P,Q921S6,0.48802,0.49144,0.44883,0.22604,0.78868,1.31507,1.04733,0.48802,0.49144,5,5,6,0.942216695,Myocyte enhancer factor 2D OS=Mus musculus OX=10090 GN=Mef2d PE=1 SV=1 
P,Q8R180,1.85994,0.42168,0.40651,0.19989,2.04298,1.32179,1.79974,1.85994,0.42168,2,2,3,2.08285805,ERO1-like protein alpha OS=Mus musculus OX=10090 GN=Ero1a PE=1 SV=2 
P,Q9CYF5,0.83473,1.0478,NA,NA,0.74567,1,0.83473,0.83473,1.0478,1,1,2,0.745673102,RCC1-like G exchanging factor-like protein OS=Mus musculus OX=10090 GN=Rcc1l PE=1 SV=1 
P,A0A286YD37,0.02243,0.01816,0.55775,0.33946,1.17472,1.00162,0.96947,0.02243,0.01816,3,3,3,1.17362779,Cotranscriptional regulator FAM172A (Fragment) OS=Mus musculus OX=10090 GN=Fam172a PE=1 SV=1 
P,Q3TNH5,0.02243,0.01816,0.55775,0.33946,1.17472,1.00162,0.96947,0.02243,0.01816,3,3,3,1.17362779,Cotranscriptional regulator FAM172A OS=Mus musculus OX=10090 GN=Fam172a PE=1 SV=2 
P,E9QMA2,0.02243,0.01816,0.55775,0.33946,1.17472,1.00162,0.96947,0.02243,0.01816,3,3,3,1.17362779,Cotranscriptional regulator FAM172A OS=Mus musculus OX=10090 GN=Fam172a PE=1 SV=1 
P,A0A0G2JE09,0.14019,0.14114,0.46326,0.61505,0.93921,1.05874,0.82617,0.14019,0.14114,4,4,5,0.940357081,E3 ubiquitin-protein ligase TRIM33 (Fragment) OS=Mus musculus OX=10090 GN=Trim33 PE=1 SV=1 
P,F6RNF9,0.35724,0.39459,0.11888,0.01726,1.21995,1.13469,0.41341,0.35724,0.39459,3,3,3,1.140013842,RNA-binding protein 33 (Fragment) OS=Mus musculus OX=10090 GN=Rbm33 PE=1 SV=2 
P,A2AJK8,0.82475,0.97528,0,0,1.15421,1,0.82475,0.82475,0.97528,2,2,3,1.154211904,Tetratricopeptide repeat protein 1 OS=Mus musculus OX=10090 GN=Ttc1 PE=1 SV=1 
P,Q91Z38,0.82475,0.97528,0,0,1.15421,1,0.82475,0.82475,0.97528,2,2,3,1.154211904,Tetratricopeptide repeat protein 1 OS=Mus musculus OX=10090 GN=Ttc1 PE=1 SV=1 
P,A0A338P755,0.56315,0.58715,NA,NA,1.05307,1,0.56315,0.56315,0.58715,1,1,1,1.05307392,Septin-5 (Fragment) OS=Mus musculus OX=10090 GN=Sept5 PE=3 SV=1 
P,A0A338P729,0.56315,0.58715,NA,NA,1.05307,1,0.56315,0.56315,0.58715,1,1,1,1.05307392,Septin-5 OS=Mus musculus OX=10090 GN=Sept5 PE=1 SV=1 
P,P61021,1,1,0,0,0.34383,1,NA,1,1,2,2,2,0.343831126,Ras-related protein Rab-5B OS=Mus musculus OX=10090 GN=Rab5b PE=1 SV=1 
P,Q9CQD1,0.94717,0.22099,0.13155,0.37359,2.35335,2.16397,0.86692,0.94717,0.22099,2,2,3,2.712738017,Ras-related protein Rab-5A OS=Mus musculus OX=10090 GN=Rab5a PE=1 SV=1 
P,G3UWR5,0.78415,0.98158,0.06878,0.14909,0.87875,1.02598,0.78068,0.78415,0.98158,3,3,4,0.866024371,"28S ribosomal protein S29, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Dap3 PE=1 SV=1 "
P,G3UWJ4,0.78415,0.98158,0.06878,0.14909,0.87875,1.02598,0.78068,0.78415,0.98158,3,3,4,0.866024371,"28S ribosomal protein S29, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Dap3 PE=1 SV=1 "
P,G3UZC0,0.78415,0.98158,0.06878,0.14909,0.87875,1.02598,0.78068,0.78415,0.98158,3,3,4,0.866024371,"28S ribosomal protein S29, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Dap3 PE=1 SV=1 "
P,G3UYM6,0.78415,0.98158,0.06878,0.14909,0.87875,1.02598,0.78068,0.78415,0.98158,3,3,4,0.866024371,"28S ribosomal protein S29, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Dap3 PE=1 SV=1 "
P,E9Q7A7,0.46653,0.8516,NA,NA,0.75345,1,0.46653,0.46653,0.8516,1,1,1,0.753446386,Cyclin-T1 OS=Mus musculus OX=10090 GN=Ccnt1 PE=1 SV=1 
P,F7CG42,0.70218,0.8935,NA,NA,0.74998,1,0.70218,0.70218,0.8935,1,1,1,0.749980191,Pseudouridylate synthase 7 homolog (Fragment) OS=Mus musculus OX=10090 GN=Pus7 PE=1 SV=1 
P,A0A0U1RPP0,0.76198,0.74989,NA,NA,0.75932,1,0.76198,0.76198,0.74989,1,1,1,0.759320089,Bloom syndrome protein homolog (Fragment) OS=Mus musculus OX=10090 GN=Blm PE=1 SV=1 
P,A0A087WNL9,1,1,NA,NA,0.83611,1,NA,1,1,1,1,1,0.83611021,RIKEN cDNA 1810022K09 gene OS=Mus musculus OX=10090 GN=1810022K09Rik PE=1 SV=1 
P,Q0VG62,1,1,NA,NA,0.83611,1,NA,1,1,1,1,1,0.83611021,Uncharacterized protein C8orf59 homolog OS=Mus musculus OX=10090 PE=1 SV=1 
P,G3UW58,1,1,NA,NA,0.83611,1,NA,1,1,1,1,1,0.83611021,MCG1043768 OS=Mus musculus OX=10090 GN=1810022K09Rik PE=1 SV=1 
P,A0A087WNR7,1,1,NA,NA,0.83611,1,NA,1,1,1,1,1,0.83611021,"MCG20042, isoform CRA_c OS=Mus musculus OX=10090 GN=1810022K09Rik PE=1 SV=1 "
P,A0A0U1RP30,0.45896,0.41482,NA,NA,0.98198,1,0.45896,0.45896,0.41482,1,1,2,0.981975856,Protein LSM14 homolog A (Fragment) OS=Mus musculus OX=10090 GN=Lsm14a PE=1 SV=1 
P,Q6A009,0.77208,1.0406,0.32101,0.42273,0.87196,1.35951,0.852,0.77208,1.0406,11,11,13,1.013579212,E3 ubiquitin-protein ligase listerin OS=Mus musculus OX=10090 GN=Ltn1 PE=1 SV=3 
P,Q6P5E4,0.60753,0.65017,0.35318,0.31428,1.03006,1.23699,0.91677,0.60753,0.65017,17,17,27,1.07082393,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus OX=10090 GN=Uggt1 PE=1 SV=4 
P,Q6PAL7,0.86945,0.77466,NA,NA,0.94195,10.09001,0.98594,0.86945,0.77466,9,9,13,15.29419212,AT-hook DNA-binding motif-containing protein 1 OS=Mus musculus OX=10090 GN=Ahdc1 PE=1 SV=1 
P,A0A0R4J0S7,0.61552,0.75525,NA,NA,0.87327,1.08634,0.73585,0.61552,0.75525,12,12,15,0.868707901,Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Mus musculus OX=10090 GN=Uaca PE=1 SV=1 
P,Q8CGB3,0.61552,0.75525,�,�,0.87327,1.08634,0.73585,0.61552,0.75525,12,12,15,0.868707901,Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Mus musculus OX=10090 GN=Uaca PE=1 SV=2 
P,A0A1L1SVG0,0.61552,0.75525,�,�,0.87327,1.08634,0.73585,0.61552,0.75525,12,12,15,0.868707901,Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Mus musculus OX=10090 GN=Uaca PE=1 SV=1 
P,A0A1L1STY4,0.61552,0.75525,�,�,0.87327,1.08634,0.73585,0.61552,0.75525,12,12,15,0.868707901,Uveal autoantigen with coiled-coil domains and ankyrin repeats (Fragment) OS=Mus musculus OX=10090 GN=Uaca PE=1 SV=1 
P,A0A1B0GX81,1.05525,0.81589,NA,NA,1.24007,3.49348,1.0967,1.05525,0.81589,8,8,18,5.485225652,Large proline-rich protein BAG6 (Fragment) OS=Mus musculus OX=10090 GN=Bag6 PE=1 SV=1 
P,Q9Z1R2,1.05525,0.81589,�,�,1.24007,3.49348,1.0967,1.05525,0.81589,8,8,18,5.485225652,Large proline-rich protein BAG6 OS=Mus musculus OX=10090 GN=Bag6 PE=1 SV=1 
P,Q3UF95,1.05525,0.81589,�,�,1.24007,3.49348,1.0967,1.05525,0.81589,8,8,18,5.485225652,Large proline-rich protein BAG6 OS=Mus musculus OX=10090 GN=Bag6 PE=1 SV=1 
P,G3UZT6,1.05525,0.81589,�,�,1.24007,3.49348,1.0967,1.05525,0.81589,8,8,18,5.485225652,Large proline-rich protein BAG6 OS=Mus musculus OX=10090 GN=Bag6 PE=1 SV=1 
P,G3UYQ2,1.05525,0.81589,�,�,1.24007,3.49348,1.0967,1.05525,0.81589,8,8,18,5.485225652,Large proline-rich protein BAG6 OS=Mus musculus OX=10090 GN=Bag6 PE=1 SV=1 
P,Q62470,0.97241,0.7308,0.26164,0.33942,1.01468,1.61095,1.06514,0.97241,0.7308,10,10,13,1.280931846,Integrin alpha-3 OS=Mus musculus OX=10090 GN=Itga3 PE=1 SV=1 
P,E9Q1M5,0.85932,0.83803,0.18913,0.15031,1.51391,1.16181,0.88928,0.85932,0.83803,3,3,3,1.434941509,Exostosin-2 OS=Mus musculus OX=10090 GN=Ext2 PE=1 SV=1 
P,P70428,0.85932,0.83803,0.18913,0.15031,1.51391,1.16181,0.88928,0.85932,0.83803,3,3,3,1.434941509,Exostosin-2 OS=Mus musculus OX=10090 GN=Ext2 PE=1 SV=2 
P,V9GX32,0.85932,0.83803,0.18913,0.15031,1.51391,1.16181,0.88928,0.85932,0.83803,3,3,3,1.434941509,Exostosin-2 OS=Mus musculus OX=10090 GN=Ext2 PE=1 SV=1 
P,A0A1Y7VM80,0.40333,0.77179,0.04051,0.15581,0.78478,1.20977,0.40651,0.40333,0.77179,5,5,8,0.890673154,Inverted formin-2 (Fragment) OS=Mus musculus OX=10090 GN=Inf2 PE=1 SV=1 
P,H9KV04,0.70653,0.92283,0.11356,0.32977,0.91947,1.08766,0.69296,0.70653,0.92283,2,2,2,0.921095594,Mini-chromosome maintenance complex-binding protein OS=Mus musculus OX=10090 GN=Mcmbp PE=1 SV=1 
P,O08582,0.41848,0.62085,0.20672,0.35542,0.9316,1.07606,0.59241,0.41848,0.62085,4,4,7,0.903449776,GTP-binding protein 1 OS=Mus musculus OX=10090 GN=Gtpbp1 PE=1 SV=2 
P,Q8CE64,0.90659,0.90158,0.16759,0,1.08981,1.11848,0.95023,0.90659,0.90158,3,3,6,1.167560068,Zinc finger protein 276 OS=Mus musculus OX=10090 GN=Znf276 PE=1 SV=3 
